留言编号,留言用户,留言主题,留言时间,留言详情,反对数,点赞数
188780,A00094754,请依法解决A7县黄花镇梁坪村黄泥岭山地建房问题,2019/10/20 14:59:13,"
					
					尊敬的县领导：您好！2015年我组的村民要在本组的黄泥岭山地建房，办好了建房证。办证前召开了本组村民大会并经同意，国土所工作人员及村主要负责人确认该处历史以来是本组的山地并确定位置后放线。2016年8月村民正在建房，A7县黄花镇梁坪村便河组村民组指使、组织人员阻工，到国土所、信访局上访，讲申请人的村民占了他们组的山地建房。此后，国土所、县执法局以土地权属有争议为由通知停工至今，导致村民建筑材料、架料报废，损失严重。因发生争议前没有关注过山林权属的问题，一直认为历史形成的权属不会出错，经了解、核对后却发现2005年的林地权属证书（1983年林业三定我村未进行登记）多处登记错误。于2018年8月14日向县人民政府申请撤销：一、A7县黄花镇梁坪村便河村民组持有的林权证中第0000-00000000jdymsy00817号、0000-00000000jdymsy00818号地块的林权权属证。二、A7县黄花镇梁坪村民委员会持有林权证中第0000-00000000jdymsy01063号地块的林权权属证。县人民政府法制办收到后热情接待，同时告知根据分工应先到林业局由林业局受理。我组随即到林业局的林权办，林权办的工作人员拒不接收材料，无奈只好于2018年8月20日通过邮政寄至县政府，通过电话联系（0000-00000000）材料转至林业局的林权办，此后林权办一直拖着不作处理。2019年3月13日电话（0000-00000000）告知组长何伟明，讲申请书已经遗失，要求各送一份来。2019年3月18日组长何伟明将两份申请书送到林权办。2019年3月19日林权办通知组长何伟明有事，何伟明到了后，林权办却拿出一份接收人为“何伟明”而不是村民组的补充资料告知书，要组长何伟明签收，讲2019年3月18日才提交申请书，并在申请书中已经明确1983年林业三定我村未进行登记前提下，要求提供根本没有的资料。综上，林权办已收到2018年8月20日通过邮政寄至县政府的申请书，却讲2019年3月18日才提交申请书；在申请书中已经明确1983年林业三定我村未进行登记前提下，仍要求提供根本没有的资料；申请人是村民组，却将接收人定为“何伟明”而不是村民组的补充资料告知书。林权办无视我组依法依规依程序处理林权争议，不作为，严重损害了我组的合法权益，损害党和政府在人民群众中的形象。此事久拖不决，导致双方村民情绪激动，造成冲突。为了地方和谐稳定，特请求县领导在百忙之中督查农林局依法撤销林权权属证。此致敬礼报告人：A7县黄花镇梁坪村民主村民组2019年10月19日
					
					
				",0,0
188799,A000107349,A7县橄榄城小区的孩子到泉塘小学上学不方便,2019/5/22 12:24:16,"
					
					我是橄榄城的一名业主，小孩就读于泉塘小学。从橄榄城到泉塘小学必须横跨东四路和东六路两条大道，这两条路的车流量非常大，路程又远，而且没有直达公交车，接送孩子上下学一般都是老人，并且随着二胎时代的到来，大多都是抱着小的接大的，往返时间至少一个小时，遇上下雨就更糟糕了。这给这一带的小孩上学造成非常大的困扰也存在很大的安全隐患。希望领导能给予解决。?
					
					
				",0,1
188801,A909180,投诉滨河苑针对广铁职工购房的霸王规定,2019-08-01 00:00:00,尊敬的张市长，您好！我叫李建义，来自湖北仙桃，虽然已经在广铁集团A市公司工作了十几年，但是依旧没有一套自己的房子。所以当我听说A市政府和集团牵头让我们可以定向购买商品房伊景园滨河苑的时候，我真的高兴坏了。谁知道接下来的这段时间，暴露出的问题一个接着一个，首先未取得预售资格强行逼迫我们缴纳18.5万购房款且不签正式购房合同，其次项目又遭遇一年停工，现在广铁集团强行要求我们捆绑购买12万车位，否则就取消购房资格。真的太难了，这些霸王条约严重损害了我们职工的权利，我们已经多方交涉无果，恳请市长为我们主持公道！,0,0
188809,A909139,A市万家丽南路丽发新城居民区附近搅拌站扰民,2019/11/19 18:07:54,"
					
					A市万家丽南路丽发新城居民区，开发商在小区旁50米处建搅拌站，运渣车吵得人精神崩溃，灰尘满天飞，我们该怎么办？
					
					
				",0,1
188820,A00028138,A市星沙城区旧城区棚户改造项目范围是什么？,2019/2/21 11:38:34,"
					
					领导好：目前星沙城区旧城区棚户改造项目正如火如荼的进行当中，星沙1-6区的老建筑升级升级改造，水电煤气也全面提质，一改往日的凌乱，同时也焕发了新的活力，本人是A7县星沙街道杉仙岭社区六区68栋住户，目前我们临近的48栋等都基本进入完工状态，请问领导，A7县星沙街道杉仙岭社区六区68栋是否也是在本次的旧城区棚户改造项目当中？盼复为感！
					
					
				",0,0
188829,A00026141,A2区先锋派出所办个签证，拒收现金,2019/2/15 13:17:06,"
					
					为什么办个签证，港澳台通行证现在还拒收现金？国家出台的法律法规是空文吗？今天陪母亲去A2区先锋派出所办港澳台通行证，由于没带银行卡，我说用人民币支付，工作人员异口同声不收现金，通行证办理事宜搁浅，为个通行证至少要跑2次，对于派出所这样的行为是否合法？能给个说法吗？
					
					
				",0,2
188856,A000104234,A3区谷园路39号维也纳智好酒店有卖淫团伙,2019/8/14 12:12:40,"
					
					高新区谷园路39号维也纳智好酒店里有团队在里从事卖淫行为，我在平台举报一直没有回复，是不是政府对这个举报没兴趣还是另有原因，我今天在把我调查的信息反应全面点，这伙人管理者加上妹子有五六十人，长期在酒店内，妹子休息的地方在酒店六楼的写字楼选客的房间也在六楼(酒店客房和写字楼是相通的)，你们的业务常在酒店一楼茶吧或二楼麻将房休息，他们的营业用房每天都会有更换在酒店的三楼到十五楼不等非常隐蔽，每天接待客人几十个，辖区派出所充当保护伞打电话举报了也只是走个过场而且还有人通风报信，现在正是扫黑除恶的时候，胁迫失足女卖淫也是一种黑恶势力，打电话举报没有用所以我在平台发贴举报希望警方能通过这点线索调查取证一举摧毁这个团伙。
					
					
				",0,0
188876,A00013435,咨询A7县榔梨龙华安置区外围马路修复问题,2019/2/26 11:29:49,"
					
					尊敬的领导您好，榔梨龙华安置区从2018年上半年到现在为止 靠近黄兴大道外围小区路面已铲除 已有半年多无人处理 一到下雨天裤子鞋子上都是泥巴 出太阳的话所有商铺都必须关好门窗 不然只要有车经过就是很厚的一层灰 不知道还要等到什么时候才能把这个路面修好？
					
					
				",0,0
188887,A00085665,关于A7县恒基凯旋门万婴格林幼儿园办普惠园的咨询,2019/7/17 10:19:08,"
					
					尊敬的领导：您好！我是家住恒基凯旋门三期业主，凯旋门配套幼儿园是万婴格林幼儿园，收费3480元每月，作为普通老百姓的我们，根本无法承受这么高的学费，《根据国务院办公厅关于开展城镇小区配套幼儿园治理工作的通知[政府发文]3号)文件要求，我县全面开展城镇小区配套幼儿园专项治理工作。目前，绝大部分小区配套幼儿园按要求完成治理工作，已办成或计划从2019年9月份起办成普惠性民办幼儿园。》据我了解，万婴格林幼儿园目前还是没有执行普惠园收费标准，这是为什么？何时可以收上来，办成普惠园？
					
					
				",1,4
188895,A00063289,票牛A市分公司不肯退我草莓音乐节的票钱怎么办,2019/6/28 9:31:25,"
					
					22日A市草莓音乐节的票因为主办方的问题，短信通知我21号下午6点前把票寄回原公司可以退票然后退钱，我20号寄出去，21号上午寄到，21号下午3点59快递短信通知他们去拿票，客服先说超过时间寄到。我拿出寄到时间凭证。客服又说没有收到短信，我又拿出寄件到货短信发送的凭证，但是他们一口咬定没有收到短信，也没有接到电话，结果几天后他们又去拿了快递，最后和我说我送达超过他们所说时间，不给退钱。
					
					
				",0,0
188922,A00039738,A市A1区纬二路上有两种处罚标准？,2019/6/20 13:13:17,"
					
					A市A1区纬二路是一条东西方向的马路，马路两边的路沿上有清晰的黄色涂层，这应该是禁止靠边停车的标示，然而在这一条路上有两种处罚标准？以马王堆路为界线，路东边马路两边停满了车，路西边几乎没有停车，为什么，因为路西边会抓拍罚款，而路东边不会？如果路东边也抓拍罚款，那里会24小时都停满了车，这些车都不怕罚款？
					
					
				",0,0
188930,A00035285,A市C5市中路798号恩皇建材店私自占用消防通道,2019/4/9 19:14:41,"
					
					投诉C5市中路798号恩皇建材店私自占用消防通道，影响居民安全，现在越放越多了 。
					
					
				",0,0
188941,A00018142,中建嘉和城存在严重设计问题,2019/1/7 10:16:45,"
					
					近日A市普降大雪，开发商通知所有业主收房，来到家门口，眼前的景像让人惊呀，外面大雪，家门口的过道，全露天也是白雪覆盖，请看附件图，34层高，一条长过道只装了个镂空护栏，雨雪天过道是雨雪，冬天就是冰，如此设计，如何保障老人和孩子出行安全，也严重危害楼下行人安全，住宅设计规范 GB50096-2011中也有写高层露天过道，宜封闭外廊，保证安全，业主统一要求开发商封窗处理，开发商不予理采，请政府作主，约谈中建。网上查到的国家标准及反馈的问题
					
					
				",0,1
188972,A00041922,A市内道路坑洼多且深,2020/1/6 10:58:57,"
					
					您好！第一， 我是一名老司机，多年来，我跑遍了A市的主要马路，总的印像是：无论是主要干线，如C5市路、A1区路，还是其它支线，下水道的水井盖不是低于路面较多，就是高于路面较多，车子从上面通过振动很大，既很心痛车子，又不安全。现代的科学技术发达无比，月球都可以上去了，难道还修不平一条马路吗。第二，A市的公交车在上下班高峰非常拥挤，这段时间集中的人群主要是：上班族、学生、免费乘车的老人。如果象上海一样，不给老人免费乘车，但给老人发交通补贴，很多老人就不会“花钱找罪受”了，交通拥挤的状况一定会有所好转。愿A市越来越美丽。
					
					
				",0,0
189029,A00080952,A4区楚江北路能走大货车吗,2019/4/3 12:23:04,"
					
					从2018年底开始，政府对楚江北路二环至霞凝段进行了体质改造，重新铺设了沥青路面，新增了绿道及大量的休闲设施，同时对道路进行了重新规划，在多个路口设置了禁止大货车行驶的标志牌。但是实际执行情况很差，仍有大量的货车在上述路段行驶，一方面产生大量的噪声、尾气影响路侧的居民生活，特别是夜间货车更加密集，噪声甚至超过70分贝；另一方面重载的货车严重破坏路面，目前三叉矶桥下路段已经有几处直径超2米的巨大下沉坑，存在严重的安全隐患；三是大货车普遍存在闯红灯，借道等违章行为，破坏交通次序。希望交警部门加大工作力度，采取限高、电子抓拍等手段，杜绝大货车闯禁区的行为。
					
					
				",0,0
